PZN,Name,Norm,Amount,Darreichung
00055981,Vera Lich 80mg,N3,100 ST,FTA
00056006,Vera Lich Retard 120mg,N2,50 ST,RET
00056035,Vera Lich Retard 120mg,N3,100 ST,RET
00056058,Vera Lich Retard 240mg,N2,50 ST,RET
00056064,Vera Lich Retard 240mg,N3,100 ST,RET
00056466,Cimzia 200mg Fertigspritze-Aca ,N1,1X2 ST,ILO
00056495,Femoston Conti 1mg/5mg-Aca ,N2,84 ST,FTA
00056503,Insuman Comb25 100IE/ml So-Aca ,N1,5X3 ML,FER
00056526,Insuman Comb25 100IE/ml So-Aca ,N2,10X3 ML,FER
00056549,Viramune 400mg Retardtabl.-Aca ,,30 ST,RET
00056561,Viramune 400mg Retardtabl.-Aca ,,90 ST,RET
00056578,Xeplion 150mg Dep Inj Susp-Aca ,N1,1 ST,DIS
00056584,Xifaxan 200mg-Aca ,N1,12 ST,FTA
00057402,Alendronsaeure ratio 70mg-Eurimpharm ,N2,4 ST,TAB
00057419,Alendronsaeure ratio 70mg-Eurimpharm ,N3,12 ST,TAB
00057767,Norditropin Simp 5mg/1.5ml,N1,1.5 ML,ZAM
00057796,Norditropin Simp 5mg/1.5ml,N2,5X1.5 ML,ZAM
00057810,Norditropin Simp10mg/1.5ml,N1,1.5 ML,ZAM
00057827,Innohep 20000axa IE/ml 0.5-Emra-Med ,N1,10X0.5 ML,FER
00057833,Norditropin Simp10mg/1.5ml,N2,5X1.5 ML,ZAM
00057856,Innohep 20000axa IE/ml 0.5-Emra-Med ,,30X0.5 ML,FER
00057879,Mucosolvan Retardkap 75mg,,10 ST,REK
00057885,Innohep 20000axa IE/ml 0.7-Emra-Med ,N1,10X0.7 ML,FER
00057891,Palacos R+G 1x60,,1 P,KPG
00057922,Palacos Lv+G 1x40,,1 P,KPG
00058399,Visc Ophtal,N3,10 G,AUG
00058407,Visc Ophtal,,3X10 G,AUG
00058494,Norditropin Simp15mg/1.5ml,N1,1.5 ML,ZAM
00058583,Timolol 0.1% At 1A Pharma,N3,6X5 ML,ATR
00058637,Timolol 0.25% At 1A Pharma,N3,6X5 ML,ATR
00059051,Innohep 20000axa IE/ml 0.7-Emra-Med ,,30X0.7 ML,FER
00059068,Innohep 20000axa IE/ml 0.9-Emra-Med ,N1,10X0.9 ML,FER
00059631,Palacos R 1x40,,1 P,KPG
00059743,Innohep 20000axa IE/ml 0.9-Emra-Med ,,30X0.9 ML,FER
00059855,Inzolen,,100X10 ML,AMP
00059861,Inzolen,,250X10 ML,AMP
00059915,Palacos R 2x40,,1 P,KPG
00059921,Palacos Lv 1x40,,1 P,KPG
00059950,Benefix 250IE,N1,1 ST,TRS
00059967,Benefix 500IE,N1,1 ST,TRS
00059973,Benefix 1000IE,N1,1 ST,TRS
00059996,Osteopal V 1x20,,1 P,KPG
00060031,Ebastel 20mg Filmtabletten-Eurimpharm ,N1,20 ST,FTA
00060663,Norditropin Simp15mg/1.5ml,N2,5X1.5 ML,ZAM
00060723,Sportslife Eis Spray Akut,,100 ML,SPR
00060769,Apomorphin,N2,10X1 ML,AMP
00062596,Montelukast Aurobindo 10mg,N1,20 ST,FTA
00062780,Montelukast Aurobindo 10mg,N2,50 ST,FTA
00062805,Leupro SANDOZ 3monat Depot,N2,2 ST,IMP
00062811,Timolol 0.5% At 1A Pharma,N3,6X5 ML,ATR
00063495,Med O2 Fuellung 8-11 Ox003,,1 ST,INH
00063503,Med O2 Fuellung 5-7l Ox002,,1 ST,INH
00063526,Med O2 Fuellung0.3-4 Ox001,,1 ST,INH
00063638,Montelukast Aurobindo 10mg,N3,100 ST,FTA
00064135,Xylocitin Loc 1% 10ml,N2,5X10 ML,AMP
00064141,Xylocitin Loc 1% 10ml,N3,10X10 ML,AMP
00064419,Bss Sterile Spuelloesung,,6X500 ML,LOE
00064997,Trusopt-Emra-Med ,N3,6X5 ML,ATR
00065028,Ebastel 20mg Filmtabletten-Eurimpharm ,N2,50 ST,FTA
00065850,Midazolam Acc 5mg/5ml,N3,10 ST,IIL
00065896,Midazolam Acc 5mg/1ml,N3,10 ST,IIL
00066111,Pipamperon HEXAL 4mg/ml,N2,200 ML,LSE
00066128,Pipamperon HEXAL 4mg/ml,N3,300 ML,LSE
00066335,Marvelon Tabletten-Axicorp ,N2,3X21 ST,TAB
00066370,Inzolen,,50X10 ML,AMP
00066482,Alcoman Haendedesinfektion,,150 ML,LOE
00066631,Dominal Forte 80mg-Emra-Med ,N1,20 ST,FTA
00066677,Canifug-Creme,N1,20 G,CRE
00066789,Humulin Normal F Pen-Orifarm ,N2,10X3 ML,ILO
00067263,Viramune 200mg-Emra-Med ,N2,60 ST,TAB
00067286,Metamucil Kalo Arm Orange,N2,30X5.8 G,PUL
00067487,Omedoc 20mg Hartkapseln-Docpharm ,N2,60 ST,KMP
00067760,Lucentis 10mg/ml Ilo,N1,1 ST,ILO
00067808,Remicade 100mg Pulver,N1,4 ST,PIK
00067843,Oxygesic Akut 5mg Hartkaps,N1,20 ST,HKP
00067866,Oxygesic Akut 5mg Hartkaps,N2,50 ST,HKP
00067872,Oxygesic Akut 5mg Hartkaps,N3,100 ST,HKP
00067889,Oxygesic Akut 5mg Hartkaps,KP,10X10 ST,HKP
00067903,Foliodress Suit Op Grue S,,1 ST,   
00067978,Xylocitin Cor 1% 10ml,N1,5X10 ML,AMP
00067984,Cromo At 1A Pharma,,10 ML,ATR
00067990,Xylocitin Cor 1% 10ml,N2,10X10 ML,AMP
00068245,Midazolam Acc 15mg/3ml,N3,10 ST,IIL
00068386,Melperon-Neurax 100 mg,N1,20 ST,FTA
00068392,Melperon-Neurax 100 mg,N2,50 ST,FTA
00068400,Melperon-Neurax 100 mg,N3,100 ST,FTA
00068417,Melperon-Neurax Liquidum,N2,200 ML,LSE
00068423,Melperon-Neurax 25 mg,N1,20 ST,FTA
00068446,Melperon-Neurax 25 mg,N2,50 ST,FTA
00068452,Melperon-Neurax 25 mg,N3,100 ST,FTA
00068742,Alcoman Haendedesinfektion,,500 ML,LOE
00068759,Alcoman Haendedesinfektion,,1 L,LOE
00068765,Alcoman Haendedesinfektion,,5 L,LOE
00068848,Daivonex Loesung-Eurimpharm ,N1,30 ML,LOE
00068854,Daivonex Loesung-Eurimpharm ,N3,60 ML,LOE
00068966,IbuHEXAL Akut 400,N1,10 ST,FTA
00068972,IbuHEXAL Akut 400,,20 ST,FTA
00069144,Midazolam Acc 50mg/10ml,N3,10 ST,IIL
00069285,Bss Plus,,6X500 ML,LOE
00069291,Foliodress Suit Op Grue M,,1 ST,   
00069405,Ondansetron Acc 4mg/2ml,N2,5 ST,IIL
00069411,Ondansetron Acc 8mg/4ml,N2,5 ST,IIL
00069693,Verapamil 40 1A Pharma,N3,100 ST,FTA
00070130,Verapamil 80 1A Pharma,N3,100 ST,FTA
00070147,Adartrel 2mg-kohlpharma ,N3,84 ST,FTA
00070182,Fosamax 1xwoechen 70mg Tab-kohlpharma ,N3,12 ST,TAB
00070213,Glimepirid AL 1mg,N2,120 ST,TAB
00070271,Fucicort-kohlpharma ,N2,30 G,CRE
00070420,Foliodress Suit Op Grue L,,1 ST,   
00070650,Neotigason 10-Eurimpharm ,N2,50 ST,HKP
00070667,Neotigason 10-Eurimpharm ,N3,100 ST,HKP
00070673,Neotigason 25-Eurimpharm ,N2,50 ST,HKP
00070696,Neotigason 25-Eurimpharm ,N3,100 ST,HKP
00070880,Arnika Essenz,,50 ML,ESS
00070897,Arnika Essenz,,100 ML,ESS
00070940,Foliodress Suit Op Grue Xl,,1 ST,   
00071106,Glimepirid AL 2mg,N1,30 ST,TAB
00071141,Glimepirid AL 2mg,N2,120 ST,TAB
00071170,Prograf 0.5mg-kohlpharma ,N2,50 ST,HKP
00071282,Glimepirid AL 3mg,N1,30 ST,TAB
00071307,Glimepirid AL 3mg,N2,120 ST,TAB
00071419,Leponex 100mg-Eurimpharm ,N3,100 ST,TAB
00071425,Xyzall-Eurimpharm ,N1,20 ST,FTA
00071572,Foliodress Suit Op Gruexxl,,1 ST,   
00071715,Glimepirid AL 4mg,N2,120 ST,TAB
00071974,Norprolac 75-kohlpharma ,N2,30 ST,TAB
00072117,Vimpat 50mg Filmtabletten-Docpharm ,N1,14 ST,FTA
00072169,Reminyl 4mg-kohlpharma ,N2,56 ST,FTA
00072181,Remicade 100mg Pulver,N2,5 ST,PIK
00072637,Artane 2mg,N3,100 ST,TAB
00072643,Artane 2mg,KP,10X100 ST,TAB
00072672,Artane 5mg,N3,100 ST,TAB
00072689,Artane 5mg,KP,10X100 ST,TAB
00072703,Vimpat 50mg Filmtabletten-Docpharm ,N3,168 ST,FTA
00072726,Vimpat 100mg Filmtabletten-Docpharm ,N1,14 ST,FTA
00072732,Vimpat 100mg Filmtabletten-Docpharm ,N2,56 ST,FTA
00072844,Glimepirid AL 6mg,N2,120 ST,TAB
00072910,Havrix 720 Kinder-kohlpharma ,N1,0.5 ML,ISU
00072962,Vimpat 100mg Filmtabletten-Docpharm ,N3,168 ST,FTA
00073016,Arterenol 25ml,,25 ML,DFL
00073134,Fosino TEVA 10mg Tabletten,N2,50 ST,TAB
00073140,Fosino TEVA 10mg Tabletten,N3,100 ST,TAB
00073217,Venostasin Retard-Beragena ,N1,20 ST,REK
00073223,Venostasin Retard-Beragena ,N2,50 ST,REK
00073252,Venostasin Retard-Beragena ,N3,100 ST,REK
00073542,Foliodress Suit Op Blau S,,1 ST,   
00073677,Vimpat 150mg Filmtabletten-Docpharm ,N1,14 ST,FTA
00073884,Vimpat 150mg Filmtabletten-Docpharm ,N3,168 ST,FTA
00074168,Novonorm 1mg-Bb ,N1,30 ST,TAB
00074263,Foliodress Suit Op Blau M,,1 ST,   
00074292,Novonorm 1mg-Bb ,N2,120 ST,TAB
00074375,Foliodress Suit Op Blau L,,1 ST,   
00074435,Maxalt 5mg,N2,6 ST,TAB
00074458,Eucerin Ph5 Lip Repair,,10 G,CRE
00074464,Sympal Injekt 50mg,N1,5X2 ML,ILO
00074470,Sympal Injekt 50mg,N2,10X2 ML,ILO
00074487,Maxalt 10mg,N1,3 ST,TAB
00074493,Sympal Injekt 50mg,,5X10X2 ML,ILO
00074501,Novonorm 1.0mg-Axicorp ,N2,120 ST,TAB
00074530,Maxalt Lingua 5mg,N2,6 ST,SMT
00074547,Maxalt Lingua 10mg,N1,3 ST,SMT
00074599,Novonorm 2.0mg-Axicorp ,N2,120 ST,TAB
00074665,Foliodress Suit Op Blau Xl,,1 ST,   
00074671,Foliodress Suit Op Blauxxl,,1 ST,   
00074688,Infanrix Hexa-Axicorp ,N1,1 ST,TRS
00074694,Acular Augentropfen-Axicorp ,N1,5 ML,ATR
00074702,Acular Augentropfen-Axicorp ,N2,3X5 ML,ATR
00074719,Aldara 5% Creme Sachets-Axicorp ,N1,12 ST,CRE
00074783,Fosino TEVA 20mg Tabletten,N3,100 ST,TAB
00074808,Alendronsaeure Abz 70mg,N3,12 ST,TAB
00074949,Novonorm 2mg-Bb ,N2,120 ST,TAB
00075156,Combigan Augentropfen,N2,3X5 ML,ATR
00075541,Oxybutin 5mg Holsten,N2,50 ST,TAB
00075558,Oxybutin 5mg Holsten,N3,100 ST,TAB
00077988,Salofalk 4g/60ml Klysmen-Emra-Med ,N1,7 ST,KLI
00078083,Sotagamma 80,N1,20 ST,TAB
00078114,Sotagamma 80,N3,100 ST,TAB
00078143,Sotagamma 160,N3,100 ST,TAB
00078172,Tussoret Tag/Nacht Kapseln,N1,10 ST,KPG
00078189,Tussoret Tag/Nacht Kapseln,N2,20 ST,KPG
00078321,Cellacast A N2.5cmx1.8m Cr,,1 ST,BIN
00078456,Schutzhandschuh,,2 ST,HAS
00078485,Cellacast A N2.5cmx1.8m Cr,,10 ST,BIN
00078640,Carbamazepin 300 Ret 1A N,N1,50 ST,RET
00078999,Jennifer 35 2mg/0.035mg,N1,21 ST,FTA
00079007,Jennifer 35 2mg/0.035mg,N2,3X21 ST,FTA
00079272,Optipyrin,N1,10 ST,SUP
00079326,Optipyrin,N3,50 ST,SUP
00079332,Sinei,N1,30 ST,HKP
00079349,Sinei,N2,60 ST,HKP
00079355,Sinei,N3,100 ST,HKP
00079444,Micardis Plus 40/12.5mg-Emra-Med ,N1,28 ST,TAB
00079467,Micardis Plus 40/12.5mg-Emra-Med ,N3,98 ST,TAB
00079510,Metformin Lich 850mg,N1,30 ST,FTA
00079527,Metformin Lich 850mg,N2,120 ST,FTA
00079786,Fraxiparine 0.4ml-Pharma ,N1,10X0.4 ML,ILO
00079792,Fraxiparine 0.4ml-Pharma ,N2,20X0.4 ML,ILO
00080016,Cellcept 500mg Pulver,N1,4 ST,PIK
00080051,Myfortic 360mg Magensaftr-Emra-Med ,N1,50 ST,TMR
00080217,Zofran 4mg-Emra-Med ,N2,10 ST,FTA
00080275,Oxybutynin STADA 5mg,N1,30 ST,TAB
00080281,Oxybutynin STADA 5mg,N2,50 ST,TAB
00080298,Oxybutynin STADA 5mg,N3,100 ST,TAB
00080358,Salofalk Granu Stix 1000mg-Pharma ,N3,150 ST,MRG
00080513,Activelle Filmtabletten,N1,28 ST,FTA
00080536,Activelle Filmtabletten,N2,3X28 ST,FTA
00080938,Lamotrigin TEVA 25mg,N1,50 ST,TAB
00080973,Lamotrigin TEVA 50mg,N1,50 ST,TAB
00080996,Lamotrigin TEVA 50mg,N2,100 ST,TAB
00081004,Lamotrigin TEVA 50mg,N3,200 ST,TAB
00081010,Lamotrigin TEVA 100mg,N1,50 ST,TAB
00081027,Lamotrigin TEVA 100mg,N2,100 ST,TAB
00081033,Lamotrigin TEVA 100mg,N3,200 ST,TAB
00081056,Lamotrigin TEVA 200mg,N1,50 ST,TAB
00081062,Lamotrigin TEVA 200mg,N2,100 ST,TAB
00081174,Pentamol Fertiginhalat,N1,50X2.5 ML,LOV
00081197,Myfortic 360mg Magensaftr-Emra-Med ,,100 ST,TMR
00081323,Eisspray ratiopharm,,150 ML,SPR
00081412,Salofalk Granu Stix 1000mg-Pharma ,N1,50 ST,MRG
00081464,Holoxan 3g,N1,1 ST,PII
00081470,Holoxan 3g,KP,10 ST,PII
00081783,Salofalk Granu Stix 1000mg-Pharma ,N2,100 ST,MRG
00081903,Oxygesic Akut 10mg Hartkap,N1,20 ST,HKP
00081926,Oxygesic Akut 10mg Hartkap,N2,50 ST,HKP
00081932,Oxygesic Akut 10mg Hartkap,N3,100 ST,HKP
00081961,Fortecortin Inject 4mg Ilo,N2,3 ST,AMP
00081978,Fortecortin Inject 8mg Ilo,N2,3 ST,AMP
00081984,Fortecortin Inject40mg Ilo,N1,1 ST,AMP
00081990,Fortecortin Injec100mg Ilo,N1,1 ST,AMP
00082009,Fortecortin Inject40mg Ilo,N1,1 ST,FER
00082015,Fortecortin Injec100mg Ilo,N1,1 ST,FER
00082021,Fortecortin Inject 4mg Ilo,KP,5X10 ST,AMP
00082050,Fortecortin Inject 8mg Ilo,KP,5X10 ST,AMP
00082096,Fortecortin Inject40mg Ilo,KP,5X1 ST,AMP
00082133,Fortecortin Injec100mg Ilo,KP,5X1 ST,AMP
00082185,Fortecortin Inject40mg Ilo,KP,5X1 ST,FER
00082216,Fortecortin Injec100mg Ilo,KP,5X1 ST,FER
00082245,Simonette 75 Mikrogramm,N2,3X28 ST,FTA
00082251,Simonette 75 Mikrogramm,N3,6X28 ST,FTA
00082392,Transtec 35 µg-Emra-Med ,N1,4 ST,PFT
00082417,Transtec 35 µg-Emra-Med ,N1,5 ST,PFT
00082446,Transtec 35 µg-Emra-Med ,,8 ST,PFT
00082452,Transtec 35 µg-Emra-Med ,N2,10 ST,PFT
00082469,Transtec 35 µg-Emra-Med ,,16 ST,PFT
00082475,Transtec 35 µg-Emra-Med ,N3,20 ST,PFT
00082481,Transtec 52.5 µg-Emra-Med ,N1,4 ST,PFT
00082498,Arcoxia 90mg-Adl ,N1,20 ST,FTA
00082506,Arcoxia 90mg-Adl ,N2,50 ST,FTA
00082512,Transtec 52.5 µg-Emra-Med ,N1,5 ST,PFT
00082529,Arcoxia 90mg-Adl ,N3,100 ST,FTA
00082535,Transtec 52.5 µg-Emra-Med ,,8 ST,PFT
00082564,Transtec 52.5 µg-Emra-Med ,N2,10 ST,PFT
00082570,Transtec 52.5 µg-Emra-Med ,,16 ST,PFT
00082587,Transtec 52.5 µg-Emra-Med ,N3,20 ST,PFT
00082593,Transtec 70 µg-Emra-Med ,N1,4 ST,PFT
00082618,Transtec 70 µg-Emra-Med ,N1,5 ST,PFT
00082624,Transtec 70 µg-Emra-Med ,,8 ST,PFT
00082647,Transtec 70 µg-Emra-Med ,N2,10 ST,PFT
00082653,Transtec 70 µg-Emra-Med ,,16 ST,PFT
00082676,Transtec 70 µg-Emra-Med ,N3,20 ST,PFT
00082914,Targin 10mg/5mg-Emra-Med ,N1,20 ST,RET
00082920,Targin 10mg/5mg-Emra-Med ,N2,50 ST,RET
00082937,Targin 10mg/5mg-Emra-Med ,N3,100 ST,RET
00082966,Targin 20mg/10mg-Emra-Med ,N1,20 ST,RET
00082972,Targin 20mg/10mg-Emra-Med ,N2,50 ST,RET
00082989,Targin 20mg/10mg-Emra-Med ,N3,100 ST,RET
00083368,Durogesic SMAT 25µg/h-Emra-Med ,N1,5 ST,PFT
00083374,Durogesic SMAT 25µg/h-Emra-Med ,N2,10 ST,PFT
00083380,Excipial U10 Lipolotio,,200 ML,LOT
00083434,Durogesic SMAT 25µg/h-Emra-Med ,N3,20 ST,PFT
00083440,Palexia Retard 50mg-Emra-Med ,N1,20 ST,RET
00083724,Advagraf 1mg Hartkap Ret-Emra-Med ,N3,100 ST,REK
00083747,Palexia Retard 50mg-Emra-Med ,N2,50 ST,RET
00083753,Palexia Retard 50mg-Emra-Med ,N3,100 ST,RET
00083776,Palexia Retard 100mg-Emra-Med ,N1,20 ST,RET
00083799,Lamotrigin TEVA 200mg,N3,200 ST,TAB
00083807,Palexia Retard 100mg-Emra-Med ,N2,50 ST,RET
00083813,Palexia Retard 100mg-Emra-Med ,N3,100 ST,RET
00083836,Palexia Retard 150mg-Emra-Med ,N1,20 ST,RET
00083842,Palexia Retard 150mg-Emra-Med ,N2,50 ST,RET
00083865,Palexia Retard 150mg-Emra-Med ,N3,100 ST,RET
00083871,Palexia Retard 200mg-Emra-Med ,N1,20 ST,RET
00083919,At 10,N3,100 ST,WKA
00083925,Palexia Retard 200mg-Emra-Med ,N2,50 ST,RET
00083931,Palexia Retard 200mg-Emra-Med ,N3,100 ST,RET
00083954,Durogesic SMAT 100µg/h-Emra-Med ,N1,5 ST,PFT
00083977,Durogesic SMAT 100µg/h-Emra-Med ,N2,10 ST,PFT
00083983,Durogesic SMAT 100µg/h-Emra-Med ,N3,20 ST,PFT
00084103,Palexia Retard 250mg-Emra-Med ,N1,20 ST,RET
00084126,Palexia Retard 250mg-Emra-Med ,N2,50 ST,RET
00084132,Palexia Retard 250mg-Emra-Med ,N3,100 ST,RET
00084184,Targin 40mg/20mg-Emra-Med ,N1,20 ST,RET
00084221,Targin 40mg/20mg-Emra-Med ,N2,50 ST,RET
00084238,Targin 40mg/20mg-Emra-Med ,N3,100 ST,RET
00084327,Talidat Mint Kaupast G Sod,,20 ST,KTA
00084333,Talidat Mint Kaupast G Sod,,50 ST,KTA
00084379,Erythro - CT 1000 mg Granu,N1,12 ST,GSE
00084385,Erythro - CT 1000 mg Granu,N2,20 ST,GSE
00084652,Durogesic SMAT 75µg/h-Emra-Med ,N1,5 ST,PFT
00084669,Durogesic SMAT 75µg/h-Emra-Med ,N2,10 ST,PFT
00084913,Atosil,N2,50 ML,TEI
00085002,Echinacin Saft,N1,100 ML,LOE
00085019,Logynon-Eurimpharm ,N2,3X21 ST,UTA
00085077,Stieprox Intensiv Shampoo,,100 ML,SHA
00085226,Advagraf 1mg Hartkap Ret-Emra-Med ,N2,50 ST,REK
00085315,Zungenspatel Aus Holz,,100 ST,   
00085798,Atropinum Sulf 0.25mg,N2,10X1 ML,ILO
00085806,Atropinum Sulf 0.25mg,,50X1 ML,ILO
00085812,Atropinum Sulf 0.25mg,,100X1 ML,ILO
00085829,Atropinum Sulf 0.5mg,N2,10X1 ML,ILO
00085835,Atropinum Sulf 0.5mg,,50X1 ML,ILO
00085841,Atropinum Sulf 0.5mg,,100X1 ML,ILO
00085858,Atropinum Sulf 1.0mg,N2,10X1 ML,ILO
00085864,Atropinum Sulf 1.0mg,,50X1 ML,ILO
00085870,Atropinum Sulf 1.0mg,,100X1 ML,ILO
00086125,Jennifer 35 2mg/0.035mg,N3,6X21 ST,FTA
00087076,Oxybutynin - CT 5mg Tabl,N3,100 ST,TAB
00087171,Voluven 6% Bp,N2,10X500 ML,INF
00087194,Durogesic SMAT 75µg/h-Emra-Med ,N3,20 ST,PFT
00087509,Oxygesic Akut 10mg Hartkap,KP,10X10 ST,HKP
00087685,Reparil-Aca ,N3,100 ST,UTA
00087774,Barilux Hd Becher,N3,23X340 G,PSE
00087863,Logynon-Eurimpharm ,N3,6X21 ST,UTA
00087998,Isapak System 1000 Sterilw,,1X1000 ML,   
00088012,Isapak System 500 Sterilw,,1X500 ML,   
00088288,Trevilor Retard 75mg,N2,50 ST,HVW
00088294,Trevilor Retard 75mg,N3,100 ST,HVW
00088319,Trevilor Retard 150mg,N2,50 ST,HVW
00088325,Trevilor Retard 150mg,N3,100 ST,HVW
00088383,Booster Gynatren,N1,0.5 ML,ISU
00088897,Orgaran,N1,10 ST,ILO
00088986,Aqua B Braun Spuel Kst Fla,,10X500 ML,LOE
00088992,Aqua B Braun Spuel Kst Fla,,6X1000 ML,LOE
00089572,Metoprolol ratio Su23.75mg,N1,30 ST,RET
00089589,Metoprolol ratio Su23.75mg,N2,50 ST,RET
00089595,Metoprolol ratio Su23.75mg,N3,100 ST,RET
00089603,Metoprolol ratio Su 47.5mg,N1,30 ST,RET
00089626,Metoprolol ratio Su 47.5mg,N2,50 ST,RET
00089632,Metoprolol ratio Su 47.5mg,N3,100 ST,RET
00089649,Metoprolol ratio Su 95mg,N1,30 ST,RET
00089655,Metoprolol ratio Su 95mg,N2,50 ST,RET
00089661,Metoprolol ratio Su 95mg,N3,100 ST,RET
00089709,Metoprolol ratio Su 190mg,N3,100 ST,RET
00089715,Verapamil ratio 240mg Ret,N1,30 ST,RET
00089721,Verapamil ratio 240mg Ret,N2,50 ST,RET
00089738,Verapamil ratio 240mg Ret,N3,100 ST,RET
00089833,Betaferon 250µg/ml Aufdos,,4X3 ST,PLI
00089891,Velmetia 50mg/850mg,N2,56 ST,FTA
00089916,Velmetia 50mg/850mg,N3,196 ST,FTA
00089922,Velmetia 50mg/850mg,KP,28 ST,FTA
00089945,Velmetia 50mg/1000mg,N2,56 ST,FTA
00089951,Velmetia 50mg/1000mg,N3,196 ST,FTA
00089968,Velmetia 50mg/1000mg,KP,28 ST,FTA
00090049,Ivabradin beta 2.5 mg,N3,98 ST,FTA
00090055,Ivabradin beta 2.5 mg,N1,28 ST,FTA
00090061,Ivabradin beta 2.5 mg,N2,56 ST,FTA
00090138,Janumet 50/850mg Filmtabl,KP,28 ST,FTA
00090517,Nexavar 200mg-Beragena ,N3,112 ST,FTA
00090693,Desmin 20,N1,21 ST,FTA
00090701,Desmin 20,N2,3X21 ST,FTA
00090718,Desmin 30,N1,21 ST,FTA
00090724,Desmin 30,N2,3X21 ST,FTA
00090865,Janumet 50/1000mg Filmtabl,KP,28 ST,FTA
00091072,Dolormin Extra,N1,10 ST,FTA
00091089,Dolormin Extra,,20 ST,FTA
00091126,Mg 10% Inresa,N2,10X10 ML,ILO
00091422,Viagra 100mg-Emra-Med ,,4 ST,FTA
00091439,Viagra 100mg-Emra-Med ,,12 ST,FTA
00091592,Trevilor Retard 150mg-Emra-Med ,N2,50 ST,REK
00091600,Trevilor Retard 150mg-Emra-Med ,N3,100 ST,REK
00091770,Copaxone 20mg/ml Injekt-Emra-Med ,N2,28 ST,FER
00091793,Advagraf 5mg Hartkap Ret-Emra-Med ,N2,50 ST,REK
00091801,Advagraf 5mg Hartkap Ret-Emra-Med ,N3,100 ST,REK
00091824,Zirkulin Magen Pastillen,,10 ST,LUT
00091876,Edta Loesung,,30 ML,LOE
00091882,Edta Loesung,,100 ML,LOE
00092143,Triamteren Comp ratiopharm,,100 ST,FTA
00092255,Metformin 850 Heumann,N1,30 ST,FTA
00092261,Metformin 850 Heumann,N2,120 ST,FTA
00094194,Selectomycin 750000 I.E.,,20 ST,FTA
00094225,Roxithromycin Abz 150mg,N1,10 ST,FTA
00094260,Roxithromycin Abz 150mg,N3,20 ST,FTA
00094277,Roxithromycin Abz 300mg,N1,7 ST,FTA
00094283,Roxithromycin Abz 300mg,N1,10 ST,FTA
00096572,Rapamune 2mg-Abacus ,N3,100 ST,UTA
00096589,Actonel 35mg 1x Woechentl-Emra-Med ,N3,12 ST,FTA
00096603,Olmetec 40mg-Emra-Med ,N1,28 ST,FTA
00096678,Vaniqa,N1,30 G,CRE
00096885,Hautpflegesalbe W/L O Kons,,200 ML,SAL
00096939,Hautpflegesalbe W/L O Kons,,100 ML,SAL
00097011,Sotalol 40 1A Pharma,N3,100 ST,TAB
00097040,B12 Ankermann 1000µg,N2,10X1 ML,AMP
00097086,Sotalol 80 1A Pharma,N3,100 ST,TAB
00097169,Sotalol 160 1A Pharma,N3,100 ST,TAB
00097436,Cetirizin AL 1mg/ml Sirup,N2,2X75 ML,LSE
00097761,Cetirizin AL 1mg/ml Sirup,N1,75 ML,LSE
00098861,Zonegran 100mg-Abacus ,N3,196 ST,HKP
00098878,Babylax,N1,3 ST,KLI
00098884,Abilify 5mg-Abacus ,N2,49 ST,TAB
00098890,Abilify 10mg-Abacus ,N3,98 ST,TAB
00098909,Abilify 15mg-Abacus ,N2,49 ST,TAB
00098915,Abilify 30mg-Abacus ,N2,49 ST,TAB
00099889,Enbrel 50mg Myclic Fertigp-Abacus ,N2,4 ST,ILO
00099895,Evista 60mg-Abacus ,N3,84 ST,FTA
00099903,Forsteo 20µg/80ul Inj Pen-Abacus ,N1,1 ST,ILO
00099978,Zanipress 20mg/20mg-Eurimpharm ,N3,100 ST,FTA
00100747,Booster Strovac 0.5ml,N1,1 ST,ISU
00100888,Genotropin 5mg/ml Goquick-Eurimpharm ,N2,5 ST,FER
00100902,Bad Reichenh Gurg Inh Salz,,1000 G,SLZ
00101310,Azithromycin Hexa200mg/5ml,N1,15 ML,PSE
00101528,Barilux CT,,20X150 ML,FLU
00101534,Barilux Gi Btl,N2,5X800 G,PUL
00101557,Fotil,N1,5 ML,ATR
00101586,Fotil,N2,3X5 ML,ATR
00101592,Fotil Sine,N2,60X0.25 ML,EDP
00101623,Meladinine Loes Konz 0.3%,N1,50 ML,LOE
00101646,Meladinine Loes Konz 0.3%,N3,500 ML,LOE
00101913,Rebif 44 Mikrogramm Inj Lo,KP,3 ST,FER
00101936,Rebif 44 Mikrogramm Inj Lo,N2,12 ST,FER
00102491,Olmetec 40mg-Emra-Med ,N2,56 ST,FTA
00102999,Twinrix Erwachsene Impfdos-Eurimpharm ,N1,1 ST,FER
00103007,Twinrix Erwachsene Impfdos-Eurimpharm ,N2,10 ST,FER
00103295,Madopar 125-Emra-Med ,N2,60 ST,HKP
00104254,Carbamazepin 300 Ret 1A N,N2,100 ST,RET
00104484,Cymbalta 30mg-Orifarm ,N3,98 ST,HKM
00104805,Aknemycin Plus,,2X25 ML,LOE
00104886,Lorazepam ratio 1mg Tabl,N2,20 ST,TAB
00104892,Lorazepam ratio 1mg Tabl,N3,50 ST,TAB
00104900,Lorazepam ratio 2.5mg Tab,N2,20 ST,TAB
00104917,Lorazepam ratio 2.5mg Tab,N3,50 ST,TAB
00105549,Atacand Protect 32mg-Eurimpharm ,N3,98 ST,TAB
